,name,loss
0,PRAPIROON,0.351515152
1,PRAPIROON,0.680796919
2,PRAPIROON,0.849337589
3,PRAPIROON,0.993385208
4,PRAPIROON,0.835776513
5,PRAPIROON,0.401822612
6,PRAPIROON,0.075822612
7,PRAPIROON,-0.508595196
8,PRAPIROON,-1.142752705
9,PRAPIROON,-2.464287359
10,PRAPIROON,-3.778466463
11,PRAPIROON,-5.946717997
12,PRAPIROON,-7.450938776
13,PRAPIROON,-8.675855995
14,PRAPIROON,-9.754321341
15,MARIA,0.66082996
16,MARIA,1.343182901
17,MARIA,2.170041637
18,MARIA,2.591586352
19,MARIA,2.711312915
20,MARIA,2.68801746
21,MARIA,2.86114246
22,MARIA,3.455573153
23,MARIA,3.640107052
24,MARIA,3.604380408
25,MARIA,3.362442002
26,MARIA,3.338656577
27,MARIA,3.301984103
28,MARIA,3.103571405
29,MARIA,3.047911027
30,MARIA,3.15763325
31,MARIA,2.975805519
32,MARIA,2.705087926
33,MARIA,2.655220905
34,MARIA,3.231135539
35,MARIA,4.054359583
36,MARIA,4.720495041
37,MARIA,5.552498587
38,MARIA,6.00022586
39,MARIA,6.687435162
40,MARIA,7.79215455
41,MARIA,8.755040012
42,SON_TINH,1.744395018
43,SON_TINH,3.475022027
44,SON_TINH,4.861612066
45,SON_TINH,5.786505228
46,SON_TINH,6.641897385
47,SON_TINH,7.617654961
48,SON_TINH,7.904794384
49,SON_TINH,8.386678442
50,AMPIL,0.020439189
51,AMPIL,0.069616821
52,AMPIL,-0.519598866
53,AMPIL,-0.862944873
54,AMPIL,-0.799360398
55,AMPIL,-0.719360398
56,AMPIL,-0.483977885
57,AMPIL,-0.643832656
58,AMPIL,-0.047689039
59,AMPIL,0.835818814
60,AMPIL,1.428126506
61,AMPIL,1.82518533
62,AMPIL,2.014194618
63,AMPIL,1.700038989
64,AMPIL,1.436321456
65,AMPIL,1.179194759
66,AMPIL,0.748163291
67,AMPIL,0.347009445
68,AMPIL,-0.362641291
69,AMPIL,-1.15173525
70,AMPIL,-1.858657074
71,AMPIL,-3.060127663
72,AMPIL,-4.758788377
73,AMPIL,-6.854855793
74,AMPIL,-9.533396565
75,AMPIL,-12.57415743
76,AMPIL,-15.00441444
77,WUKONG,0.350431034
78,WUKONG,0.784791224
79,WUKONG,0.805227732
80,WUKONG,1.015010341
81,WUKONG,1.116146704
82,WUKONG,0.86173494
83,WUKONG,0.983730132
84,WUKONG,1.171575436
85,WUKONG,1.40136267
86,WUKONG,1.066378904
87,WUKONG,1.103930344
88,WUKONG,0.677776498
89,WUKONG,0.24198314
90,WUKONG,-0.179840631
91,WUKONG,-0.914900392
92,JONGDARI,0.415311005
93,JONGDARI,0.682763835
94,JONGDARI,1.04252946
95,JONGDARI,1.39744399
96,JONGDARI,1.557768222
97,JONGDARI,1.572687577
98,JONGDARI,1.407722179
99,JONGDARI,1.223558478
100,JONGDARI,0.996953748
101,JONGDARI,0.552067384
102,JONGDARI,-0.164780442
103,JONGDARI,-0.934932533
104,JONGDARI,-1.340728381
105,JONGDARI,-1.248121377
106,JONGDARI,-0.431995836
107,JONGDARI,0.366615275
108,JONGDARI,1.773433457
109,JONGDARI,3.212437607
110,JONGDARI,4.225325204
111,JONGDARI,4.649220786
112,JONGDARI,5.407554119
113,JONGDARI,5.599840365
114,JONGDARI,5.585766938
115,JONGDARI,6.806428095
116,JONGDARI,8.173795352
117,JONGDARI,8.900158988
118,JONGDARI,9.194538833
119,JONGDARI,8.73746519
120,JONGDARI,8.07575884
121,JONGDARI,8.02575884
122,JONGDARI,8.239395204
123,JONGDARI,8.050843802
124,JONGDARI,7.318838971
125,SHANSHAN,0.918989071
126,SHANSHAN,1.530110395
127,SHANSHAN,1.539737724
128,SHANSHAN,1.495459555
129,SHANSHAN,1.821861424
130,SHANSHAN,1.855889202
131,SHANSHAN,1.864557543
132,SHANSHAN,1.839074118
133,SHANSHAN,1.188456834
134,SHANSHAN,0.751025895
135,SHANSHAN,0.57854388
136,SHANSHAN,0.318604121
137,SHANSHAN,-0.305660585
138,SHANSHAN,-0.99887487
139,SHANSHAN,-1.694534592
140,SHANSHAN,-2.188751674
141,SHANSHAN,-2.995569856
142,SHANSHAN,-3.308355244
143,SHANSHAN,-3.35762425
144,SHANSHAN,-3.976629352
145,SHANSHAN,-3.215825332
146,SHANSHAN,-3.177667437
147,SHANSHAN,-3.382193299
148,SHANSHAN,-3.746745538
149,SHANSHAN,-4.92026916
150,SHANSHAN,-6.059833023
151,SHANSHAN,-7.702059914
152,SHANSHAN,-9.797822626
153,SHANSHAN,-12.55237689
154,SHANSHAN,-15.11590002
155,YAGI,0.17670068
156,YAGI,0.247246657
157,YAGI,0.931197275
158,YAGI,1.771538184
159,YAGI,2.251895327
160,YAGI,2.159461116
161,YAGI,2.234461116
162,YAGI,2.420175402
163,YAGI,2.046716498
164,YAGI,1.773460684
165,YAGI,1.846960684
166,YAGI,2.449106206
167,YAGI,3.135077429
168,YAGI,3.958527842
169,YAGI,4.600628819
170,YAGI,5.173435837
171,YAGI,5.877267954
172,YAGI,6.611086447
173,YAGI,6.441746824
174,YAGI,6.460770729
175,YAGI,6.095811712
176,YAGI,1.600851238
177,YAGI,0.910702933
178,YAGI,0.85813883
179,LEEPI,0.445043103
180,LEEPI,0.902450511
181,LEEPI,0.894141906
182,LEEPI,0.731999048
183,LEEPI,0.220887937
184,LEEPI,-0.00809251
185,LEEPI,-0.435441503
186,LEEPI,-0.837802018
187,LEEPI,-1.024536712
188,LEEPI,-1.198438739
189,LEEPI,-0.931721871
190,LEEPI,-1.065704555
191,LEEPI,-0.497390602
192,BEBINCA,0.724623116
193,BEBINCA,1.265311375
194,BEBINCA,1.640093034
195,BEBINCA,1.71062568
196,BEBINCA,2.217984987
197,BEBINCA,2.652898781
198,BEBINCA,2.857296175
199,BEBINCA,2.943879752
200,BEBINCA,3.19054099
201,BEBINCA,3.710702281
202,BEBINCA,4.328518372
203,BEBINCA,4.832499264
204,BEBINCA,5.448387115
205,BEBINCA,6.183716456
206,BEBINCA,6.915360974
207,BEBINCA,7.681548025
208,BEBINCA,8.68237107
209,BEBINCA,9.789320877
210,BEBINCA,10.79691164
211,HECTOR,1.178191489
212,HECTOR,1.939729951
213,RUMBIA,0.700248756
214,RUMBIA,1.529382614
215,RUMBIA,2.214110648
216,RUMBIA,2.87891328
217,RUMBIA,3.631793938
218,RUMBIA,4.586901465
219,RUMBIA,5.235196919
220,RUMBIA,6.168160629
221,RUMBIA,6.884089833
222,RUMBIA,6.942423166
223,RUMBIA,6.871937055
224,RUMBIA,1.598325944
225,RUMBIA,0.452461282
226,RUMBIA,-1.229757969
227,SOULIK,0.116557018
228,SOULIK,0.396583473
229,SOULIK,0.649448056
230,SOULIK,1.022781389
231,SOULIK,0.647311906
232,SOULIK,0.685297343
233,SOULIK,0.868218135
234,SOULIK,0.897450939
235,SOULIK,1.07796275
236,SOULIK,1.299022533
237,SOULIK,1.280816011
238,SOULIK,1.070399344
239,SOULIK,0.712574917
240,SOULIK,0.288990011
241,SOULIK,0.313373814
242,SOULIK,0.601361802
243,SOULIK,0.896554109
244,SOULIK,1.423345918
245,SOULIK,2.013898914
246,SOULIK,2.915972646
247,SOULIK,3.87634131
248,SOULIK,4.900085602
249,SOULIK,5.442347507
250,SOULIK,5.594620234
251,SOULIK,5.341368789
252,SOULIK,4.788909773
253,SOULIK,4.426042126
254,SOULIK,3.903406991
255,SOULIK,3.02659778
256,SOULIK,2.443905472
257,SOULIK,1.201383151
258,SOULIK,-0.741344122
259,SOULIK,-2.124298667
260,SOULIK,-4.336553569
261,SOULIK,-6.165528465
